unique_id,start_tick,end_tick,thrower_steamid,thrower_name
487470937024433858,11827,13115,76561198398225818,Skoger
4087430015005822320,13807,15095,76561197980850558,KKKONG--
8254398405839658613,15804,17092,76561198004292307,MrDorsi
4553355270355470363,15982,17270,76561197981134839,Keisar1
1260929360775706292,21010,22298,76561198398225818,Skoger
3580576087247112624,21694,22975,76561198004277049,ODSMO
4086633738579530380,22426,23707,76561197985108819,GAMPLAAJA
4051600255739648028,23657,24938,76561198013827407,Pipsa_Possu
3496640891283963204,23813,25101,76561197980850558,KKKONG--
2712737700553838415,24678,25959,76561197992646865,Lyomis
5101570305834976089,29319,30607,76561198398225818,Skoger
9097527240210623071,30167,31455,76561198004292307,MrDorsi
6180554902237983098,30306,31587,76561197984235105,PieniPippeli
1556592773821281080,30354,31635,76561198013827407,Pipsa_Possu
6580995575246863568,31990,32964,76561197992646865,Lyomis
7305217942795997506,34810,36091,76561198013827407,Pipsa_Possu
6155628976281923276,34903,36191,76561198398225818,Skoger
7592175917400199677,35984,37265,76561197985108819,GAMPLAAJA
6231110278980547687,36601,37882,76561198004277049,ODSMO
7060617449242141345,37350,37973,76561197992646865,Lyomis
1717550489510753180,37612,37973,76561198004292307,MrDorsi
7408228372562624426,39890,40955,76561197980401280,Fanaatti
1142930863183691064,39933,40955,76561198398225818,Skoger
7302001977726372092,39999,40955,76561198004292307,MrDorsi
2353744193222810301,42713,43994,76561197984235105,PieniPippeli
4448176674595862422,43616,44904,76561197980850558,KKKONG--
4508720578300177820,45338,46626,76561197980401280,Fanaatti
7058834946725199869,46154,47442,76561197981134839,Keisar1
5657396794252255469,50744,52032,76561198398225818,Skoger
6990546628356078088,52002,53290,76561197981134839,Keisar1
3939174886354768704,52937,54225,76561197980850558,KKKONG--
2577304961241522871,55971,57252,76561197984235105,PieniPippeli
819805760929533719,57027,58315,76561197980401280,Fanaatti
3586307240983047996,57106,58397,76561198013827407,Pipsa_Possu
2868707828412677094,59626,60914,76561198004292307,MrDorsi
1584387726596554001,59941,61222,76561198004277049,ODSMO
1308657856117119000,60281,61565,76561197992646865,Lyomis
8412591391275194909,63850,65131,76561198013827407,Pipsa_Possu
929832969591656567,64341,65629,76561198398225818,Skoger
5822507769085637461,64580,65868,76561198004277049,ODSMO
3159662768142532189,66220,67501,76561197992646865,Lyomis
8331726508415182637,66870,68158,76561197980401280,Fanaatti
8867821668462071057,67001,68289,76561197980850558,KKKONG--
9136085412686453398,67517,68798,76561197985108819,GAMPLAAJA
2944242494310855976,68999,70287,76561197981134839,Keisar1
3270505427954840985,69652,70474,76561198004292307,MrDorsi
4976880682312071356,72328,73616,76561198398225818,Skoger
5143067919166579140,76370,77658,76561197984235105,PieniPippeli
1358275835100518787,80017,81298,76561198398225818,Skoger
848141931301808661,81247,82528,76561197981134839,Keisar1
6411865256443543439,81588,82869,76561198013827407,Pipsa_Possu
141847246973988025,81599,82880,76561197980401280,Fanaatti
2817915149219706100,84853,86134,76561198004292307,MrDorsi
3257530594228410138,86745,88033,76561197984235105,PieniPippeli
8245910094537731176,87460,88741,76561198398225818,Skoger
821819690303290448,87592,88873,76561197980401280,Fanaatti
831080540980654880,88279,89560,76561197981134839,Keisar1
1428724302108341328,92141,93422,76561198004292307,MrDorsi
7114379074838710627,93353,94634,76561197981134839,Keisar1
3260097515974348253,97778,99059,76561197980850558,KKKONG--
162245951076892732,97817,99098,76561197992646865,Lyomis
2802632041652047136,97856,99137,76561197981134839,Keisar1
7449627788390454805,98193,99481,76561198013827407,Pipsa_Possu
1775305505408977532,99104,100392,76561197984235105,PieniPippeli
